"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"863155",6000," 36 months",8.19,"A","A5","10+ years","RENT",99705,"Verified","other","917xx",5.24,0,"Aug-84",0,4,2,11433,53.9,10
"605859",35000," 60 months",19.19,"E","E3","5 years","RENT",117000,"Verified","major_purchase","940xx",23.25,0,"May-08",0,8,0,47207,37.5,16
"702129",5250," 36 months",13.33,"C","C3","6 years","RENT",33599,"Source Verified","debt_consolidation","967xx",31.19,0,"Oct-97",0,15,0,4369,95,26
"224697",24600," 36 months",12.12,"B","B3","< 1 year","MORTGAGE",160000,"Source Verified","debt_consolidation","299xx",8.92,1,"May-95",3,12,0,7238,20.5,32
"398698",11550," 36 months",15.31,"C","C4","9 years","RENT",88500,"Verified","debt_consolidation","296xx",10.74,3,"Dec-95",0,5,1,3053,63,15
"257732",20000," 60 months",10.49,"B","B3","2 years","RENT",107200,"Source Verified","debt_consolidation","760xx",31.34,0,"Jan-82",0,26,1,31231,42,51
"716000",30000," 36 months",11.53,"B","B5","7 years","RENT",230000,"Source Verified","credit_card","200xx",9.79,0,"Feb-98",0,8,0,44767,80.5,14
"274655",15775," 36 months",16.29,"D","D2","2 years","RENT",38000,"Source Verified","debt_consolidation","928xx",21.83,0,"Jan-08",0,8,0,7111,58.8,11
"169449",21000," 36 months",7.9,"A","A4","2 years","MORTGAGE",92000,"Verified","debt_consolidation","774xx",14.24,1,"Mar-01",1,10,0,26214,56.6,25
"654274",22325," 36 months",16.99,"D","D3","10+ years","OWN",107000,"Source Verified","credit_card","104xx",10.22,0,"Jun-96",0,6,1,18619,79.9,8
"77217",11200," 60 months",23.1,"E","E4","10+ years","MORTGAGE",81000,"Verified","debt_consolidation","853xx",6.37,0,"Apr-01",1,12,0,8241,100.5,41
"618061",10000," 36 months",6.24,"A","A2","2 years","MORTGAGE",77500,"Source Verified","credit_card","730xx",6.4,1,"Feb-03",0,12,0,8554,45,15
"376293",12000," 60 months",12.49,"B","B5","9 years","RENT",49500,"Source Verified","debt_consolidation","191xx",14.71,0,"Jun-01",0,10,0,18824,51.6,21
"780000",8000," 36 months",13.99,"C","C4","n/a","MORTGAGE",42712,"Verified","debt_consolidation","223xx",17.42,5,"Oct-04",0,6,0,14417,96.1,29
"517633",24000," 36 months",8.18,"B","B1","10+ years","MORTGAGE",75000,"Source Verified","medical","852xx",22.34,0,"May-67",0,8,0,27179,64.7,39
"792313",30000," 36 months",9.99,"B","B3","10+ years","MORTGAGE",125000,"Verified","debt_consolidation","140xx",31.89,0,"Feb-97",0,18,0,104915,36.2,34
"770987",28000," 60 months",8.18,"B","B1","2 years","MORTGAGE",135000,"Source Verified","home_improvement","953xx",19.48,0,"Sep-98",0,17,0,27182,59.9,45
"750451",6500," 36 months",12.69,"C","C2","9 years","RENT",41000,"Not Verified","debt_consolidation","342xx",11.5,0,"Nov-90",1,14,1,2700,32.5,16
"186043",5500," 36 months",12.12,"B","B3","6 years","RENT",29000,"Verified","credit_card","028xx",31.49,0,"Mar-06",0,13,0,7381,74.6,17
"757032",22000," 36 months",12.69,"C","C2","3 years","RENT",185000,"Verified","debt_consolidation","272xx",16.27,0,"May-05",1,19,0,26252,52,29
"678439",21000," 60 months",17.57,"D","D4","10+ years","RENT",65000,"Source Verified","credit_card","365xx",29.82,0,"Nov-96",1,11,0,15056,69.1,20
"37082",12000," 36 months",9.63,"A","A5","1 year","RENT",75000,"Source Verified","other","550xx",14.93,0,"Jan-98",0,11,0,2300,11.3,21
"560502",10000," 36 months",10.99,"B","B4","10+ years","RENT",95350,"Verified","credit_card","119xx",17.77,0,"Jan-98",0,11,0,5718,16.1,17
"547269",12600," 36 months",18.25,"E","E1","10+ years","RENT",30000,"Verified","debt_consolidation","312xx",33.24,1,"Dec-95",0,9,0,5196,54.1,38
"104196",4800," 36 months",20.31,"D","D5","7 years","MORTGAGE",55000,"Verified","credit_card","400xx",26.6,0,"Apr-05",4,8,0,5670,34.4,16
"236706",7500," 36 months",6.03,"A","A1","7 years","RENT",45000,"Not Verified","credit_card","928xx",26.25,0,"Oct-95",0,15,0,32917,38.8,32
"150860",10000," 36 months",19.72,"D","D5","4 years","MORTGAGE",32000,"Verified","small_business","751xx",10.99,0,"Aug-02",2,8,0,4695,51,11
"562965",35000," 60 months",10.99,"B","B4","9 years","MORTGAGE",165000,"Verified","credit_card","752xx",19.48,0,"Dec-90",0,10,0,56572,29.9,21
"430029",14000," 60 months",18.92,"D","D4","10+ years","RENT",45000,"Verified","debt_consolidation","114xx",28.24,1,"Oct-93",0,7,0,12687,57,14
"69690",3600," 36 months",17.1,"C","C5","5 years","OWN",1e+05,"Not Verified","debt_consolidation","368xx",22.37,0,"Sep-96",3,18,0,16711,85.7,29
"283440",12000," 36 months",14.49,"C","C4","2 years","OWN",40000,"Source Verified","other","349xx",32.67,0,"May-04",1,6,0,17259,63.9,12
"247940",8000," 36 months",10.49,"B","B3","10+ years","MORTGAGE",110000,"Source Verified","debt_consolidation","953xx",13,0,"Jun-99",0,9,0,30370,65.5,19
"329204",8800," 36 months",9.17,"B","B1","n/a","MORTGAGE",26400,"Verified","debt_consolidation","275xx",23.5,0,"Jul-83",0,11,0,11100,28.7,19
"805690",10000," 36 months",13.33,"C","C3","6 years","RENT",115000,"Not Verified","moving","857xx",10.89,0,"Sep-00",0,9,0,6606,56.5,21
"431333",16200," 60 months",21.18,"E","E3","9 years","RENT",36000,"Verified","debt_consolidation","953xx",19.07,4,"Dec-91",1,9,0,6521,35,24
"348695",15000," 60 months",19.52,"E","E2","2 years","RENT",90000,"Source Verified","debt_consolidation","917xx",15.12,5,"Sep-00",1,10,0,14294,85.6,26
"15091",24000," 36 months",7.49,"A","A4","4 years","RENT",48000,"Source Verified","credit_card","207xx",15.57,0,"Apr-97",0,14,0,15596,41.5,21
"512461",7000," 36 months",8.18,"B","B1","2 years","MORTGAGE",25000,"Source Verified","debt_consolidation","333xx",25.06,0,"Apr-91",0,9,1,7352,23.9,28
"586818",14400," 36 months",7.26,"A","A4","< 1 year","RENT",78000,"Not Verified","debt_consolidation","601xx",35.17,1,"Jan-04",0,20,0,6943,19.5,28
"584295",10100," 60 months",19.99,"E","E4","10+ years","RENT",46800,"Verified","debt_consolidation","852xx",35.38,1,"Sep-02",1,20,0,23130,72.3,23
"463310",18000," 36 months",14.47,"C","C2","8 years","RENT",78000,"Verified","debt_consolidation","305xx",30.91,1,"Sep-02",0,16,0,25522,33.3,30
"35151",8000," 36 months",12.53,"B","B5","3 years","RENT",30000,"Not Verified","debt_consolidation","073xx",9.8,1,"May-02",1,5,0,5934,39.8,8
"409003",30000," 36 months",13.65,"C","C1","10+ years","RENT",103000,"Verified","debt_consolidation","774xx",14.85,3,"May-99",0,12,0,17653,65.9,42
"15350",20000," 60 months",16.89,"D","D4","1 year","RENT",50000,"Verified","credit_card","303xx",17.06,0,"Jul-99",0,5,0,18889,96.4,13
"309727",23450," 60 months",20.99,"E","E4","10+ years","MORTGAGE",62000,"Source Verified","debt_consolidation","357xx",19.68,0,"Jun-98",1,7,0,15578,93.3,20
"529098",16000," 60 months",9.99,"B","B3","8 years","MORTGAGE",70000,"Verified","debt_consolidation","371xx",27.74,0,"Sep-88",1,14,0,17855,65,24
"125725",5000," 36 months",12.12,"B","B3","2 years","MORTGAGE",45000,"Not Verified","debt_consolidation","989xx",11.57,3,"Feb-03",0,10,0,5192,59.7,20
"387801",24000," 36 months",10.15,"B","B2","4 years","OWN",145000,"Not Verified","debt_consolidation","073xx",13.95,0,"Oct-94",1,10,0,36171,77.3,34
"601863",35000," 60 months",19.99,"E","E4","10+ years","MORTGAGE",230000,"Source Verified","debt_consolidation","760xx",23.97,1,"Aug-01",0,15,0,21053,80.7,46
"730377",6400," 36 months",15.61,"D","D1","10+ years","MORTGAGE",46671,"Not Verified","debt_consolidation","337xx",23.34,0,"Dec-00",0,14,0,11149,33.1,58
"464744",12000," 60 months",15.61,"C","C4","10+ years","RENT",46000,"Verified","debt_consolidation","104xx",16.96,2,"Nov-98",1,15,0,10677,40.9,26
"641641",21000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",71890.43,"Verified","home_improvement","917xx",13.16,0,"Jul-03",0,4,0,8342,55.6,9
"852454",20950," 36 months",9.49,"B","B2","10+ years","MORTGAGE",65500,"Source Verified","debt_consolidation","349xx",20.41,0,"Jun-92",0,12,0,17458,58.4,20
"265285",15000," 60 months",12.99,"C","C1","< 1 year","RENT",44000,"Source Verified","debt_consolidation","141xx",18.77,0,"Jan-03",1,8,0,13806,35.8,27
"512971",20000," 36 months",11.49,"B","B5","10+ years","RENT",130000,"Source Verified","debt_consolidation","925xx",26.37,2,"Jan-82",1,12,0,25905,80.7,36
"113924",12000," 60 months",12.35,"B","B4","10+ years","MORTGAGE",1e+05,"Verified","debt_consolidation","850xx",21.59,1,"Dec-90",0,10,0,16920,79.1,27
"766791",15000," 60 months",12.29,"C","C1","n/a","MORTGAGE",75000,"Source Verified","debt_consolidation","297xx",10.11,0,"Jul-02",1,10,0,17012,78.8,22
"434920",15000," 60 months",14.64,"C","C3","10+ years","MORTGAGE",75000,"Source Verified","debt_consolidation","421xx",14.16,0,"Nov-00",0,6,0,6621,82.8,20
"856658",10625," 36 months",19.24,"E","E2","2 years","RENT",30000,"Source Verified","car","973xx",14.12,0,"Aug-03",1,5,0,4041,89.8,8
"345109",17000," 60 months",16.29,"D","D2","n/a","RENT",44000,"Verified","debt_consolidation","905xx",25.52,0,"Jul-87",1,15,1,10263,55.5,27
"508715",19800," 36 months",8.38,"B","B1","10+ years","MORTGAGE",96500,"Source Verified","debt_consolidation","707xx",6.34,0,"Apr-98",0,10,0,23187,54.6,25
"376742",16150," 60 months",20.99,"E","E4","8 years","MORTGAGE",45000,"Not Verified","debt_consolidation","852xx",20.59,3,"Oct-90",2,12,0,5900,63.4,36
"561831",21000," 60 months",9.99,"B","B3","10+ years","RENT",49000,"Verified","credit_card","546xx",29.39,0,"Mar-05",0,8,0,20120,86.4,15
"308459",5950," 36 months",16.99,"D","D3","< 1 year","RENT",35000,"Source Verified","credit_card","322xx",12.24,0,"Aug-08",0,7,0,3676,54.1,10
"667117",25000," 60 months",15.61,"D","D1","7 years","MORTGAGE",72204,"Not Verified","debt_consolidation","410xx",16.12,1,"Apr-95",1,12,0,18952,67.2,20
"713049",35000," 36 months",17.57,"D","D4","2 years","MORTGAGE",120000,"Source Verified","debt_consolidation","640xx",13.72,0,"Feb-00",0,7,1,14666,79,42
"874087",35000," 36 months",17.86,"D","D5","6 years","MORTGAGE",125000,"Verified","debt_consolidation","774xx",6.93,0,"Jan-95",1,6,0,20538,81.5,25
"45657",35000," 36 months",13.98,"C","C1","10+ years","MORTGAGE",190000,"Verified","debt_consolidation","721xx",27.34,0,"Feb-89",3,12,0,101405,67.3,29
"212806",1200," 36 months",18.55,"D","D4","1 year","RENT",44000,"Source Verified","wedding","919xx",24.9,0,"Sep-03",0,24,0,4003,97.6,28
"684677",19975," 36 months",5.32,"A","A1","4 years","RENT",120000,"Source Verified","credit_card","070xx",21.45,0,"Apr-79",0,8,0,6571,41.3,13
"798265",16000," 60 months",12.69,"C","C2","< 1 year","OWN",81000,"Source Verified","debt_consolidation","282xx",20.06,0,"Apr-07",0,9,0,15727,86.4,26
"431809",10000," 60 months",15.31,"C","C4","1 year","OWN",36000,"Source Verified","credit_card","557xx",6.77,1,"Oct-07",0,13,0,6097,64.2,24
"700410",2000," 36 months",9.99,"B","B3","n/a","RENT",15000,"Verified","credit_card","922xx",10.64,0,"Sep-03",0,2,2,4185,49.2,10
"449170",18000," 36 months",6.62,"A","A2","7 years","MORTGAGE",59000,"Verified","debt_consolidation","230xx",23.92,0,"Jan-06",0,11,0,8302,36.7,28
"587198",22525," 60 months",18.55,"E","E2","n/a","OWN",51229,"Not Verified","debt_consolidation","338xx",33.84,0,"Mar-98",0,15,0,13650,27.5,27
"565551",35000," 60 months",22.99,"F","F2","1 year","OWN",125000,"Verified","debt_consolidation","601xx",20.17,1,"Apr-92",1,10,0,46382,83.6,29
"275830",10750," 60 months",24.99,"F","F4","10+ years","MORTGAGE",55000,"Verified","credit_card","956xx",5.06,0,"Jan-04",3,7,1,5518,73.6,12
"524769",26000," 36 months",6.24,"A","A2","8 years","RENT",90000,"Not Verified","debt_consolidation","958xx",19.97,0,"Aug-05",0,13,0,19692,54.2,37
"37031",8000," 36 months",9.32,"A","A4","6 years","MORTGAGE",49716,"Verified","other","197xx",14.99,0,"May-99",0,6,0,1575,21.9,31
"758575",18200," 36 months",13.99,"C","C4","3 years","RENT",75000,"Not Verified","credit_card","112xx",16.72,0,"Apr-00",0,9,0,6834,47.8,19
"842846",10600," 60 months",16.99,"D","D3","2 years","RENT",30000,"Source Verified","debt_consolidation","070xx",25.84,0,"Aug-10",2,10,0,9553,38.5,11
"29620",4800," 36 months",9.88,"B","B1","< 1 year","RENT",48000,"Not Verified","medical","480xx",12.3,0,"Sep-95",0,14,0,11388,91.8,37
"308788",13925," 60 months",14.99,"C","C5","10+ years","MORTGAGE",34000,"Not Verified","debt_consolidation","725xx",29.44,0,"Jun-92",0,10,0,19814,35.9,20
"88258",11550," 36 months",12.99,"B","B4","3 years","MORTGAGE",38000,"Not Verified","debt_consolidation","300xx",25.86,0,"Apr-02",1,8,0,19742,56.4,25
"234036",12000," 60 months",15.59,"D","D1","2 years","MORTGAGE",56992,"Source Verified","major_purchase","957xx",29.04,0,"Oct-03",0,8,0,28031,92.2,19
"162999",25400," 60 months",23.28,"F","F2","n/a","MORTGAGE",56496,"Verified","debt_consolidation","920xx",23.53,1,"Jan-96",0,9,0,8222,87.5,34
"359703",14400," 60 months",18.24,"D","D5","5 years","MORTGAGE",48500,"Source Verified","credit_card","370xx",16.21,0,"Oct-03",1,10,0,30723,78.2,19
"506902",21600," 36 months",12.59,"C","C2","10+ years","RENT",74000,"Source Verified","credit_card","021xx",26.11,0,"Mar-97",3,7,0,49697,99,14
"99993",15000," 36 months",9.71,"B","B1","10+ years","MORTGAGE",85000,"Not Verified","home_improvement","550xx",13.64,0,"Jun-98",1,13,0,10223,36.9,19
"507612",30000," 36 months",10.64,"B","B4","2 years","MORTGAGE",175000,"Verified","credit_card","301xx",10.61,1,"Sep-04",0,8,0,30543,78.6,16
"214271",12000," 36 months",18.55,"D","D4","6 years","RENT",39895,"Not Verified","debt_consolidation","018xx",26.86,0,"Apr-08",3,6,0,6456,76,13
"207251",1000," 36 months",6.03,"A","A1","10+ years","RENT",39000,"Not Verified","debt_consolidation","253xx",11.6,0,"Mar-99",0,8,0,525,3.9,14
"864541",24000," 36 months",8.19,"A","A5","10+ years","MORTGAGE",60000,"Source Verified","credit_card","970xx",28.71,0,"Aug-89",0,10,0,39721,77.4,23
"72673",12000," 60 months",26.06,"G","G5","4 years","MORTGAGE",106000,"Source Verified","debt_consolidation","356xx",20.4,1,"May-87",2,10,0,14996,100,26
"846360",22975," 60 months",13.66,"C","C3","< 1 year","MORTGAGE",48000,"Source Verified","credit_card","761xx",29.25,0,"Dec-00",0,10,0,22449,40.1,21
"264826",30000," 60 months",20.99,"E","E4","10+ years","MORTGAGE",75000,"Verified","debt_consolidation","305xx",22.53,2,"Feb-96",0,11,0,22510,89.3,27
"122094",9750," 36 months",15.88,"C","C4","10+ years","OWN",30000,"Verified","debt_consolidation","956xx",20.16,0,"Jul-87",1,9,1,14375,70.8,17
"870516",23000," 60 months",13.66,"C","C3","3 years","MORTGAGE",120000,"Verified","debt_consolidation","840xx",12.41,0,"Jan-04",0,8,0,6678,27.8,19
"520217",4500," 36 months",15.41,"D","D1","n/a","MORTGAGE",21000,"Verified","debt_consolidation","333xx",22.8,0,"Mar-04",1,8,0,3250,55.1,13
"102896",15600," 60 months",25.8,"G","G1","10+ years","RENT",89000,"Verified","other","482xx",8.31,0,"Dec-01",1,4,0,14771,88.4,14
"211279",27850," 60 months",20.99,"E","E3","3 years","RENT",60000,"Verified","debt_consolidation","112xx",29.82,0,"Aug-95",2,19,0,22766,70.7,31
"507707",15000," 60 months",20.99,"E","E5","10+ years","MORTGAGE",60000,"Verified","other","917xx",17.14,0,"Aug-98",2,12,0,8755,41.9,17
"850943",14400," 36 months",14.99,"C","C5","5 years","RENT",68000,"Verified","debt_consolidation","902xx",20.74,0,"Jul-07",1,13,0,8113,43.6,16
"170427",15000," 36 months",10.16,"B","B1","2 years","MORTGAGE",95000,"Not Verified","debt_consolidation","762xx",4.19,2,"Apr-01",0,13,0,11160,60.3,34
"477363",7000," 36 months",9.76,"B","B3","< 1 year","MORTGAGE",65000,"Source Verified","credit_card","820xx",15.58,0,"Sep-11",0,10,0,8570,59.9,13
"227830",6650," 36 months",9.91,"B","B1","8 years","RENT",25000,"Source Verified","debt_consolidation","488xx",23.38,0,"Oct-95",2,6,0,12931,89.8,19
"598009",10000," 36 months",9.17,"B","B2","2 years","MORTGAGE",46000,"Verified","debt_consolidation","973xx",19.25,0,"Dec-03",0,7,0,21933,89.5,19
"885382",24075," 60 months",14.31,"C","C4","7 years","RENT",52500,"Source Verified","debt_consolidation","537xx",24.53,0,"Oct-05",0,13,0,20863,81.5,28
"546111",3200," 36 months",16.99,"D","D3","< 1 year","RENT",24900,"Not Verified","credit_card","301xx",25.54,0,"Jun-12",3,15,0,2393,25.5,15
"239302",30000," 36 months",6.99,"A","A3","5 years","MORTGAGE",115000,"Verified","credit_card","890xx",7.17,0,"Nov-98",0,19,0,19365,13.3,41
"757814",12000," 36 months",8.18,"B","B1","1 year","RENT",65000,"Not Verified","credit_card","134xx",16.4,0,"Jun-04",1,14,0,10738,66.3,23
"16514",7000," 36 months",5.79,"A","A2","9 years","RENT",64000,"Not Verified","credit_card","958xx",20.53,0,"Nov-97",0,10,0,2760,11.5,21
"736708",13500," 36 months",9.99,"B","B3","10+ years","RENT",52000,"Source Verified","credit_card","594xx",29.61,0,"Aug-01",0,7,0,9645,64.3,14
"41503",5000," 36 months",9.7,"B","B1","6 years","RENT",33792,"Not Verified","other","653xx",7.24,0,"Aug-05",3,6,0,2208,15.7,7
"790449",11200," 60 months",17.86,"D","D5","2 years","RENT",62400,"Source Verified","moving","477xx",22.09,0,"Sep-94",0,8,0,35103,85.8,33
"53732",2000," 36 months",12.99,"B","B4","10+ years","MORTGAGE",40000,"Not Verified","other","166xx",10.26,0,"Aug-98",0,12,0,9780,37.2,24
"308831",14700," 36 months",18.99,"E","E1","2 years","RENT",92400,"Source Verified","credit_card","114xx",11.86,0,"Sep-98",1,13,1,12290,61.1,21
"2808",8000," 36 months",13.49,"C","C1","< 1 year","RENT",23000,"Verified","debt_consolidation","314xx",7.62,0,"Dec-04",0,5,0,5582,94.6,7
"514989",16500," 36 months",5.32,"A","A1","10+ years","MORTGAGE",150000,"Not Verified","debt_consolidation","957xx",11.21,0,"Mar-03",1,18,0,9188,11.7,28
"590487",10000," 36 months",6.24,"A","A2","< 1 year","RENT",50000,"Not Verified","credit_card","752xx",8.88,0,"Dec-99",2,10,0,5965,17.3,30
"533552",13000," 36 months",8.18,"B","B1","7 years","RENT",98000,"Source Verified","credit_card","925xx",4.52,1,"Dec-93",0,4,0,9575,50.9,16
"425505",10000," 60 months",15.31,"C","C4","10+ years","MORTGAGE",49000,"Source Verified","debt_consolidation","658xx",6,0,"Jul-99",0,7,1,9039,75.3,22
"729973",7000," 36 months",12.29,"C","C1","2 years","MORTGAGE",42000,"Not Verified","major_purchase","487xx",21.11,0,"Sep-97",0,11,0,9981,59.4,26
"201257",3000," 36 months",12.12,"B","B3","10+ years","MORTGAGE",65000,"Not Verified","debt_consolidation","060xx",13.02,0,"Feb-02",1,9,1,7311,62,22
"802291",12000," 36 months",13.99,"C","C4","10+ years","MORTGAGE",40200,"Source Verified","debt_consolidation","320xx",26.24,0,"Jul-00",1,11,0,6341,39.6,30
"227507",12000," 36 months",7.51,"A","A3","1 year","MORTGAGE",45000,"Not Verified","credit_card","322xx",10.4,0,"Nov-89",0,5,0,16919,76.2,25
"506233",12000," 36 months",11.22,"B","B5","n/a","RENT",68000,"Source Verified","debt_consolidation","346xx",14.4,0,"Sep-03",0,9,1,6681,51.8,14
"179203",8000," 36 months",14.33,"C","C1","10+ years","OWN",53000,"Verified","debt_consolidation","448xx",32.36,2,"Jan-96",0,12,0,5451,33,36
"596843",25000," 60 months",7.26,"A","A4","4 years","MORTGAGE",1e+05,"Source Verified","credit_card","441xx",6.65,2,"Apr-88",0,7,0,24874,88.2,11
"487008",27000," 36 months",5.32,"A","A1","10+ years","OWN",80000,"Source Verified","debt_consolidation","315xx",22.14,0,"Apr-87",0,13,0,19142,15.4,28
"706082",24000," 60 months",13.99,"C","C4","10+ years","MORTGAGE",60000,"Source Verified","debt_consolidation","786xx",8.8,0,"Apr-97",0,5,0,13888,48.6,12
"245975",14000," 60 months",13.66,"C","C3","10+ years","MORTGAGE",1e+05,"Verified","credit_card","297xx",17.75,0,"Mar-03",0,8,0,60373,92.9,31
"532221",7800," 36 months",12.05,"C","C1","9 years","RENT",49732,"Source Verified","debt_consolidation","301xx",16.63,0,"Aug-99",0,6,0,10991,76.9,9
"201998",3000," 36 months",14.09,"B","B5","1 year","RENT",45000,"Source Verified","moving","112xx",23.09,0,"Apr-07",2,12,0,11363,56.3,19
"471226",12000," 36 months",5.32,"A","A1","10+ years","MORTGAGE",77000,"Not Verified","credit_card","883xx",18.06,0,"Sep-01",0,5,0,10230,46.9,14
"423464",15000," 36 months",8.9,"A","A5","7 years","RENT",38000,"Verified","debt_consolidation","857xx",19.85,0,"Jun-08",1,6,0,6858,53.2,7
"351106",12000," 36 months",10.15,"B","B2","9 years","MORTGAGE",95000,"Not Verified","debt_consolidation","604xx",16.92,3,"Aug-03",1,12,0,10218,68.1,39
